BFA,
15532,
15748,
15819,
16131,
16224,
16356,
16428,
16428,
16428,
16466,
16654,
16685,
16767,
16767,
16851,
16851,
16946,
16946,
16970,
17273,
17273,
17273,
17273,
17273,
17273,
17273,
17273,
17273,
17330,
17330,
17330,
17522,
17522,
17522,
17522,
17522,
17522,
17522,
17560,
17605,
17621,
17621,
17708,
17708,
17708,
17708,
17708,
17708,
17708,
17708,
17708,
17708,
17905,
17905,
17905,
17905,
17905,
17905,
17905,
17923,
17925,
18039,
18039,
18039,
18039,
18039,
18039,
18039,
18039,
18415,
18415,
18415,
18415,
18415,
18415,
18415,
18415,
18415,
18415,
18415,
18415,
18415,
18415,
18415,
18415,
18415,
18415,
18415,
18415,
18464,
18464,
18464,
18464,
18464,
18464,
18464,
18553,
18553,
18553,
18613,
18613,
18613,
18613,
18940,
18940,
18940,
18940,
18940,
18940,
18940,
18940,
18940,
18940,
18940,
18940,
18940,
18940,
18940,
18940,
18940,
18940,
18940,
18940,
18940,
18940,
18940,
18940,
18940,
18940,
18940,
18940,
18940,
18940,
18940,
18940,
18940,
18940,
18940,
18940,
18940,
18940,
18940,
18940,
18940,
18956,
18956,
18956,
18980,
18980,
18980,
18980,
19186,
19186,
19186,
19186,
19186,
19186,
19186,
19186,
19186,
19429,
19429,
19429,
19429,
19429,
19429,
19429,
19429,
19429,
19429,
19429,
19429,
19429,
19429,
19429,
19429,
19429,
19429,
19429,
19463,
19463,
19463,
19463,
19463,
19463,
19463,
19463,
19463,
19463,
19463,
19463,
19463,
19463,
19463,
19463,
19463,
19471,
19471,
19471,
19471,
19471,
19471,
19471,
19471,
19471,
19471,
19471,
19471,
19471,
19471,
19471,
19471,
19471,
19471,
19471,
19471,
19471,
19645,
19645,
19645,
19645,
19645,
19645,
19645,
19645,
19645,
19645,
19645,
19645,
19645,
19645,
19645,
19645,
19645,
19645,
19645,
19645,
19645,
19645,
19645,
19645,
19645,
19645,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19747,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19795,
19849,
19849,
19849,
19849,
19849,
19849,
19849,
19849,
19849,
19849,
19849,
19849,
19849,
19849,
19849,
19849,
19849,
19849,
19849,
19849,
19849,
19849,
19849,
19849,
19849,
19849,
19849,
19849,
19873,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20061,
20154,
20154,
20154,
20154,
20154,
20154,
20154,
20154,
20154,
20154,
20154,
20154,
20154,
20154,
20154,
20154,
20154,
20154,
20154,
20154,
20154,
20154,
20154,
20154,
20154,
20154,
20154,
20154,
20154,
20154,
20154,
20154,
20154,
20154,
20154,
20154,
20154,
20154,
20154,
20205,
20205,
20205,
20205,
20205,
20205,
20205,
20221,
20221,
20221,
20221,
20221,
20221,
20221,
20221,
20221,
20221,
20221,
20221,
20221,
20221,
20221,
20221,
20221,
20221,
20221,
20221,
20221,
20221,
20221,
20221,
20221,
20226,
20226,
20226,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20258,
20458,
20458,
20458,
20458,
20458,
20458,
20458,
20458,
20458,
20458,
20458,
20458,
20458,
20458,
20458,
20458,
20458,
20458,
20458,
20458,
20458,
20458,
